pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
628.0,3988,-3.9,-8.3,296.0,6.0,5.392764277795003,-2.6302268807344644,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
616.0,4140,-4.7,-9.7,274.0,7.0,6.98294835181877,-0.48829531620887656,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
611.0,4204,-5.1,-9.9,265.0,7.0,6.973362886642219,0.6100901992336077,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
603.0,4308,-5.7,-10.2,258.0,9.0,8.80332840660425,1.8712052173598381,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
590.0,4478,-6.7,-11.6,246.0,12.0,10.96254549171121,4.880839716909601,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
579.0,4625,-6.2,-16.6,235.0,14.0,11.468128620045881,8.03007010891465,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
574.0,4693,-5.9,-18.9,244.0,16.0,14.380704740786669,7.013938348625244,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
563.0,4844,-6.1,-23.1,263.0,21.0,20.843469184467764,2.5592562115080906,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
562.0,4858,-6.2,-23.0,265.0,21.0,20.920088659926655,1.8302705977008231,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
553.0,4983,-7.2,-22.3,265.0,25.0,24.90486745229364,2.178893568691456,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
535.0,5240,-9.3,-20.9,255.0,20.0,19.318516525781366,5.176380902050413,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
522.0,5430,-10.9,-19.9,246.0,16.0,14.616727322281616,6.507786289212802,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
520.0,5460,-10.9,-19.5,245.0,15.0,13.594616805549752,6.339273926110487,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
517.0,5504,-10.9,-18.9,243.0,15.0,13.365097862825516,6.809857496093204,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
512.0,5579,-11.4,-19.9,240.0,16.0,13.856406460551014,8.000000000000007,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
507.0,5654,-11.9,-20.9,244.0,16.0,14.380704740786669,7.013938348625244,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
500.0,5760,-12.7,-21.7,250.0,17.0,15.974774553360444,5.814342436536365,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
458.0,6424,-17.2,-31.8,285.0,31.0,29.94370061496112,-8.02339039817813,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
448.0,6591,-18.3,-34.3,300.0,28.0,24.24871130596428,-14.000000000000004,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
445.0,6641,-18.6,-33.4,305.0,27.0,22.11710519580278,-15.486563781478242,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
438.0,6759,-19.2,-31.2,305.0,28.0,22.93625724009177,-16.06014021782929,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
433.0,6845,-19.7,-29.7,303.0,29.0,24.321446470417303,-15.794532015435772,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
429.0,6914,-20.1,-31.1,301.0,29.0,24.857851720361257,-14.93610417239157,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
426.0,6966,-20.5,-31.3,300.0,30.0,25.980762113533157,-15.000000000000004,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
413.0,7195,-22.4,-32.4,300.0,34.0,29.444863728670914,-17.000000000000004,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
412.0,7213,-22.5,-32.5,299.0,35.0,30.611689749878845,-16.968336708621806,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
400.0,7430,-23.5,-36.5,290.0,41.0,38.52739745222224,-14.022825876352428,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
399.0,7448,-23.6,-36.8,290.0,41.0,38.52739745222224,-14.022825876352428,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
388.0,7651,-25.1,-40.1,285.0,37.0,35.739255572695534,-9.57630466879325,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
371.0,7975,-27.5,-45.5,285.0,34.0,32.84147809382833,-8.79984753348569,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
359.0,8210,-29.5,-48.5,285.0,34.0,32.84147809382833,-8.79984753348569,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
354.0,8308,-30.4,-48.3,285.0,33.0,31.87555226753926,-8.54102848838317,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
333.0,8736,-34.1,-47.5,290.0,35.0,32.88924172750679,-11.970705016398414,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
324.0,8928,-35.8,-47.1,295.0,39.0,35.34600369442935,-16.482112207887283,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
320.0,9015,-36.5,-47.0,295.0,39.0,35.34600369442935,-16.482112207887283,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
316.0,9103,-37.3,-46.8,295.0,37.0,33.53338812035605,-15.636875684405885,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
314.0,9148,-37.7,-46.7,295.0,38.0,34.4396959073927,-16.059493946146585,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
312.0,9191,-38.0,-46.9,295.0,39.0,35.34600369442935,-16.482112207887283,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
300.0,9460,-40.1,-48.1,290.0,49.0,46.04493841850951,-16.75898702295778,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
296.0,9552,-40.7,-48.7,285.0,49.0,47.330365488164354,-12.682133210023494,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
284.0,9832,-43.0,-52.2,285.0,56.0,54.09184627218783,-14.493866525741137,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
277.0,10001,-44.3,-54.3,285.0,57.0,55.0577720984769,-14.752685570843656,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
275.0,10049,-44.9,-54.9,285.0,58.0,56.02369792476597,-15.011504615946176,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
268.0,10220,-46.4,-55.4,285.0,59.0,56.989623751055035,-15.270323661048698,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
260.0,10421,-48.1,-56.0,285.0,63.0,60.85332705621131,-16.30559984145878,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
254.0,10576,-49.5,-56.5,289.0,63.0,59.56767026275697,-20.51079373080085,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
252.0,10628,-49.9,-57.4,290.0,63.0,59.20063510951223,-21.547269029517146,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
250.0,10680,-50.3,-58.3,285.0,62.0,59.88740122992224,-16.04678079635626,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
246.0,10785,-51.1,-59.1,285.0,66.0,63.75110453507852,-17.08205697676634,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
241.0,10917,-52.2,-59.1,285.0,70.0,67.61480784023479,-18.11733315717642,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
237.0,11025,-53.1,-59.1,285.0,69.0,66.64888201394572,-17.8585141120739,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
234.0,11106,-53.7,-60.3,285.0,69.0,66.64888201394572,-17.8585141120739,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
232.0,11161,-54.1,-61.1,285.0,69.0,66.64888201394572,-17.8585141120739,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
228.0,11272,-55.1,-61.7,285.0,70.0,67.61480784023479,-18.11733315717642,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
221.0,11470,-56.9,-62.9,285.0,68.0,65.68295618765666,-17.59969506697138,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
219.0,11527,-57.3,-63.3,285.0,69.0,66.64888201394572,-17.8585141120739,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
203.0,12006,-56.1,-64.1,267.0,88.0,87.8793990584025,4.605564149379099,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
201.0,12068,-56.1,-64.1,265.0,90.0,89.6575228282571,7.844016847289242,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
200.0,12100,-56.1,-64.1,265.0,90.0,89.6575228282571,7.844016847289242,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
198.0,12164,-56.3,-64.5,265.0,88.0,87.6651334320736,7.669705361793926,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
193.0,12326,-56.7,-65.7,261.0,79.0,78.02737890701587,12.358322738178252,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
187.0,12527,-55.4,-65.6,255.0,68.0,65.68295618765664,17.599695066971403,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
184.0,12630,-54.7,-65.6,250.0,68.0,63.899098213441775,23.25736974614546,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
181.0,12735,-54.0,-65.5,250.0,71.0,66.7181760757995,24.283430176122465,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
179.0,12805,-53.5,-65.5,249.0,73.0,68.15137113429572,26.160860316806954,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
177.0,12878,-53.1,-65.1,248.0,76.0,70.46597294707584,28.470101099609334,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
175.0,12951,-52.9,-64.9,248.0,78.0,72.32034065620941,29.219314286441158,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
169.0,13173,-54.2,-66.8,245.0,85.0,77.03616189811525,35.92255224795943,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
163.0,13403,-55.6,-68.9,245.0,88.0,79.75508525922521,37.19040703318153,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
156.0,13683,-57.3,-71.3,254.0,73.0,70.1721038034973,20.12152697464092,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
151.0,13888,-57.6,-71.6,260.0,62.0,61.058080686756895,10.766187015349681,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
150.0,13930,-57.7,-71.7,255.0,60.0,57.9555495773441,15.529142706151237,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
142.0,14273,-60.0,-74.6,245.0,50.0,45.3153893518325,21.13091308703496,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
138.0,14452,-61.2,-76.1,235.0,52.0,42.59590630302756,29.825974690254412,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
137.0,14498,-61.5,-76.5,236.0,53.0,43.938991345417215,29.637223883949567,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
126.0,15014,-64.3,-80.3,247.0,67.0,61.6738251813135,26.178985608781346,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
123.0,15162,-63.7,-80.7,250.0,71.0,66.7181760757995,24.283430176122465,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
120.0,15314,-63.1,-81.1,255.0,60.0,57.9555495773441,15.529142706151237,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
115.0,15574,-64.8,-82.8,245.0,55.0,49.84692828701575,23.244004395738454,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
112.0,15736,-65.9,-83.9,243.0,57.0,50.78737187873696,25.877458485154175,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
109.0,15900,-67.2,-85.2,240.0,59.0,51.095498823281865,29.500000000000025,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
107.0,16012,-68.1,-86.1,245.0,60.0,54.378467222199006,25.35709570444195,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
106.0,16069,-68.0,-86.2,245.0,62.0,56.191082796272305,26.20233222792335,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
102.0,16301,-67.5,-86.5,255.0,53.0,51.19406879332062,13.717409390433593,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
100.0,16420,-67.9,-86.9,250.0,52.0,48.86401628086724,17.785047452934766,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
98.7,16498,-68.5,-87.5,250.0,53.0,49.803708901653145,18.12706759626043,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
97.0,16602,-68.8,-88.2,250.0,55.0,51.68309414322496,18.81110788291177,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
93.6,16815,-69.5,-89.5,256.0,53.0,51.425673492627816,12.821860466782393,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
91.0,16984,-69.1,-89.6,260.0,51.0,50.22519540362261,8.856057061013447,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
88.0,17184,-68.6,-89.7,260.0,40.0,39.39231012048832,6.945927106677213,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
85.0,17391,-68.2,-89.8,265.0,36.0,35.86300913130284,3.137606738915697,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
83.4,17505,-67.9,-89.9,257.0,34.0,33.12858220269799,7.648335847691419,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
83.0,17534,-68.0,-90.0,255.0,34.0,32.84147809382832,8.799847533485702,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
81.0,17679,-68.5,-90.8,250.0,37.0,34.76862696907861,12.654745303049737,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
77.0,17981,-69.6,-92.4,260.0,41.0,40.37711787350053,7.119575284344144,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
75.3,18115,-70.1,-93.1,260.0,38.0,37.42269461446391,6.598630751343353,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
75.0,18138,-70.0,-93.1,260.0,37.0,36.437886861451695,6.424982573676422,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
73.0,18299,-69.2,-92.8,260.0,27.0,26.589809331329615,4.688500797007119,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
71.6,18415,-68.7,-92.7,260.0,30.0,29.544232590366242,5.2094453300079095,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
71.0,18465,-68.6,-92.6,260.0,31.0,30.529040343378448,5.3830935076748405,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
70.0,18550,-68.5,-92.5,265.0,28.0,27.893451546568876,2.440360796934431,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
69.9,18559,-68.5,-92.5,265.0,27.0,26.89725684847713,2.353205054186773,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
68.0,18722,-69.1,-92.9,265.0,17.0,16.935309867559674,1.4816476267101901,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
66.0,18899,-69.7,-93.3,210.0,8.0,4.000000000000001,6.928203230275509,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
62.0,19271,-71.1,-94.1,220.0,18.0,11.570176974357707,13.788799976141604,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
61.9,19280,-71.1,-94.1,220.0,18.0,11.570176974357707,13.788799976141604,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
60.0,19463,-72.0,-95.0,220.0,21.0,13.498539803417325,16.086933305498537,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
59.1,19552,-72.5,-95.5,229.0,25.0,18.8677395055693,16.401475724762683,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
59.0,19562,-72.5,-95.5,230.0,25.0,19.15111107797445,16.069690242163485,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
55.0,19975,-71.2,-94.2,325.0,5.0,2.8678821817552325,-4.095760221444958,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
54.0,20083,-70.9,-93.9,160.0,4.0,-1.3680805733026755,3.7587704831436333,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
53.5,20138,-70.7,-93.7,167.0,6.0,-1.3497063260631912,5.84622038871141,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
52.3,20272,-70.1,-93.1,185.0,10.0,0.8715574274765794,9.961946980917455,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
51.1,20410,-69.3,-93.3,203.0,14.0,5.47023579884983,12.887067948334165,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
51.0,20422,-69.3,-93.2,205.0,14.0,5.91665566436979,12.6883090185131,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
50.0,20540,-68.9,-91.9,200.0,15.0,5.13030214988503,14.095389311788626,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
49.3,20624,-68.7,-91.7,207.0,12.0,5.44788599687456,10.692078290260415,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
49.0,20661,-68.8,-91.8,210.0,11.0,5.500000000000001,9.526279441628825,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
48.1,20772,-68.9,-91.9,197.0,7.0,2.0466019330591574,6.694133291741248,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
48.0,20784,-68.9,-91.9,195.0,6.0,1.5529142706151249,5.79555495773441,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
47.5,20847,-68.9,-91.9,212.0,7.0,3.7094348496324336,5.936336673094982,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
47.0,20911,-68.5,-91.7,230.0,9.0,6.894399988070801,5.7850884871788555,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
46.0,21042,-67.7,-91.2,215.0,4.0,2.2943057454041846,3.276608177155967,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
44.0,21313,-66.1,-90.3,150.0,11.0,-5.499999999999999,9.526279441628827,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
43.0,21453,-65.3,-89.8,160.0,11.0,-3.7622215765823577,10.336618828644992,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
42.0,21596,-64.4,-89.3,180.0,3.0,-3.6739403974420594e-16,3.0,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
41.0,21743,-63.5,-88.8,135.0,9.0,-6.3639610306789285,6.363961030678928,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
40.0,21893,-62.6,-88.3,170.0,14.0,-2.431074487337024,13.787308542170912,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
39.2,22016,-61.9,-87.9,137.0,11.0,-7.501981960687484,8.044890717810874,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
38.0,22209,-61.4,-86.9,85.0,6.0,-5.977168188550474,-0.5229344564859488,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
37.0,22374,-61.0,-86.1,90.0,13.0,-13.0,-7.960204194457795e-16,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
36.8,22408,-60.9,-85.9,90.0,13.0,-13.0,-7.960204194457795e-16,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
36.0,22545,-60.9,-85.9,90.0,13.0,-13.0,-7.960204194457795e-16,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
35.0,22720,-60.9,-85.9,80.0,11.0,-10.832885283134289,-1.9101299543362344,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
34.9,22738,-60.9,-85.9,82.0,11.0,-10.892948756157274,-1.5309041105607202,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
34.8,22756,-60.9,-85.9,83.0,11.0,-10.918007668054543,-1.3405627774566224,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
34.4,22828,-60.9,-85.9,90.0,10.0,-10.0,-6.123233995736766e-16,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
33.1,23067,-60.9,-85.9,113.0,7.0,-6.443533974167082,2.7351178994249166,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
33.0,23086,-60.9,-85.9,115.0,7.0,-6.34415450925655,2.9583278321848954,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
32.0,23277,-60.6,-85.6,100.0,14.0,-13.787308542170912,2.4310744873370242,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
31.6,23356,-60.5,-85.5,104.0,13.0,-12.613844441587954,3.144984642795681,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
31.0,23475,-60.3,-85.3,110.0,11.0,-10.336618828644992,3.762221576582356,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
30.1,23659,-59.9,-84.9,92.0,13.0,-12.992080751248245,0.4536934571325124,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
30.0,23680,-59.9,-84.9,90.0,13.0,-13.0,-7.960204194457795e-16,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
29.0,23891,-60.0,-85.0,90.0,12.0,-12.0,-7.347880794884119e-16,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
28.2,24066,-60.1,-85.1,100.0,14.0,-13.787308542170912,2.4310744873370242,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
27.4,24245,-60.1,-85.1,111.0,15.0,-14.003706397458027,5.375519243179504,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
26.7,24407,-59.7,-84.7,120.0,17.0,-14.722431864335459,8.499999999999996,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
26.0,24573,-59.5,-84.5,130.0,18.0,-13.788799976141604,11.57017697435771,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
25.0,24819,-59.1,-84.1,55.0,2.0,-1.6383040885779836,-1.1471528727020923,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
24.5,24945,-58.9,-83.9,50.0,4.0,-3.064177772475912,-2.5711504387461575,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
24.2,25022,-59.1,-84.1,47.0,6.0,-4.388122209715023,-4.091990160374991,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
23.0,25341,-58.9,-83.9,35.0,11.0,-6.3093407998615065,-9.01067248717891,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
22.0,25620,-58.7,-83.7,35.0,15.0,-8.60364654526569,-12.287280664334878,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
21.0,25913,-57.9,-82.9,55.0,18.0,-14.744736797201853,-10.32437585431883,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
20.0,26220,-57.1,-82.1,60.0,25.0,-21.650635094610966,-12.500000000000004,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
19.0,26546,-56.6,-81.6,75.0,20.0,-19.318516525781366,-5.176380902050415,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
18.0,26889,-56.0,-81.0,85.0,17.0,-16.935309867559674,-1.4816476267101883,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
17.8,26960,-55.9,-80.9,84.0,17.0,-16.906872221260645,-1.7769838755501088,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
17.0,27252,-56.0,-81.0,80.0,16.0,-15.756924048195328,-2.7783708426708866,EPZ,72364,2026-02-11,31.86,-106.7,1252.0,14.95
